VD00262C,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:00
VD001ACE,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:00
VD002221,Coca-Cola,2.00,approved,2020-01-01,00:00:00
VD001A93,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:00
VD001F15,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:00
VD001D08,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:00
VD001076,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:00
VD001EEC,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:00
VD000213,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:00
VD001CA8,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:00
VD001197,Diet Pepsi,2.00,denied,2020-01-01,00:00:00
VD001B2B,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:01
VD00259C,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:01
VD0000F8,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:01
VD002433,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:01
VD000426,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:01
VD00207C,Coca-Cola,2.00,approved,2020-01-01,00:00:01
VD00100F,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:01
VD001CDC,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:01
VD0024E8,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:01
VD001909,Coca-Cola,2.00,denied,2020-01-01,00:00:01
VD001B19,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:01
VD00091D,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:02
VD002381,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:02
VD0018A7,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:02
VD00125C,Diet Pepsi,2.00,denied,2020-01-01,00:00:02
VD000B6E,Diet Pepsi,2.00,approved,2020-01-01,00:00:02
VD0004D3,Pepsi,2.00,approved,2020-01-01,00:00:02
VD001D53,Mountain Dew ICE Cherry,1.50,approved,2020-01-01,00:00:02
VD001010,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:02
VD001C20,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:02
VD0010CD,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:02
VD001F44,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:02
VD001640,Diet Pepsi,2.00,approved,2020-01-01,00:00:03
VD00040B,Diet Pepsi,2.00,approved,2020-01-01,00:00:03
VD001CAD,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:03
VD002233,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:03
VD0022DA,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:03
VD0012BC,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:03
VD00270F,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:03
VD001653,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:03
VD001CA8,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:03
VD000264,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:03
VD001B75,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:03
VD000E95,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:04
VD000071,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:04
VD002583,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:04
VD00200A,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:04
VD000F1B,Pepsi,2.00,denied,2020-01-01,00:00:04
VD0016E9,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:04
VD001DFC,Diet Pepsi,2.00,denied,2020-01-01,00:00:04
VD000ACF,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:04
VD000914,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:04
VD000309,Pepsi,2.00,denied,2020-01-01,00:00:04
VD001599,Diet Pepsi,2.00,approved,2020-01-01,00:00:04
VD001C98,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:05
VD001AC0,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:05
VD0023B3,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:05
VD000716,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:05
VD0024DC,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:05
VD000892,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:05
VD0007ED,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:05
VD002173,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:05
VD001030,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:05
VD00142B,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:05
VD0023F0,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:05
VD001FEB,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:06
VD000077,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:06
VD00211E,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:06
VD0025B5,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:06
VD001A29,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:06
VD000340,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:06
VD000747,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:06
VD000B05,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:06
VD000042,Pepsi,2.00,approved,2020-01-01,00:00:06
VD001E14,Pepsi,2.00,approved,2020-01-01,00:00:06
VD00212D,Pepsi,2.00,denied,2020-01-01,00:00:06
VD000112,Coca-Cola,2.00,denied,2020-01-01,00:00:07
VD000195,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:07
VD000963,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:07
VD0006AE,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:07
VD001A6E,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:07
VD0000C6,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:07
VD0014B2,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:07
VD000B83,Coca-Cola,2.00,approved,2020-01-01,00:00:07
VD000AAF,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:07
VD001022,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:07
VD000D6B,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:07
VD000A71,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:08
VD000D95,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:08
VD001705,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:08
VD000979,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:08
VD002477,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:08
VD001FE1,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:08
VD0000CE,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:08
VD0025A6,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:08
VD000AAE,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:08
VD00010A,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:08
VD00269B,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:08
VD000E5B,Mountain Dew ICE Cherry,1.50,approved,2020-01-01,00:00:09
VD001792,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:09
VD000B76,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:09
VD000749,Pepsi,2.00,denied,2020-01-01,00:00:09
VD00247C,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:09
VD002048,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:09
VD000A5A,Diet Pepsi,2.00,approved,2020-01-01,00:00:09
VD00177C,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:09
VD000665,Coca-Cola,2.00,denied,2020-01-01,00:00:09
VD001091,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:09
VD000F18,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:09
VD001224,Coca-Cola,2.00,denied,2020-01-01,00:00:10
VD00233D,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:10
VD001353,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:10
VD0016AB,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:10
VD000F68,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:10
VD000C6E,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:10
VD00230F,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:10
VD0015C9,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:10
VD000114,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:10
VD0015F6,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:10
VD001D76,Diet Pepsi,2.00,approved,2020-01-01,00:00:10
VD00090D,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:11
VD000DB5,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:11
VD000255,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:11
VD000BFD,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:11
VD002367,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:11
VD0007ED,Pepsi,2.00,denied,2020-01-01,00:00:11
VD001A8B,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:11
VD001DC8,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:11
VD001DAA,Diet Pepsi,2.00,denied,2020-01-01,00:00:11
VD000329,Pepsi,2.00,denied,2020-01-01,00:00:11
VD000496,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:11
VD0014FB,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:12
VD001068,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:12
VD000E87,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:12
VD001E8D,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:12
VD0023D4,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:12
VD000145,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:12
VD001BCD,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:12
VD002434,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:12
VD0000DD,Coca-Cola,2.00,denied,2020-01-01,00:00:12
VD00176E,Diet Pepsi,2.00,approved,2020-01-01,00:00:12
VD0000DD,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:12
VD000ED4,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:13
VD001695,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:13
VD0016DD,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:13
VD00028C,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:13
VD00101E,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:13
VD000C27,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:13
VD002033,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:13
VD00192A,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:13
VD000525,Coca-Cola,2.00,denied,2020-01-01,00:00:13
VD001D8B,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:13
VD0019F9,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:13
VD000313,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:14
VD0004BD,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:14
VD002381,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:14
VD000C4C,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:14
VD00077B,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:14
VD00042C,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:14
VD002455,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:14
VD00040C,Pepsi,2.00,denied,2020-01-01,00:00:14
VD002400,Pepsi,2.00,denied,2020-01-01,00:00:14
VD001B53,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:14
VD0001F5,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:14
VD001C88,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:15
VD001290,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:15
VD001FE1,Diet Pepsi,2.00,denied,2020-01-01,00:00:15
VD001DA6,Pepsi,2.00,approved,2020-01-01,00:00:15
VD0016D1,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:15
VD000DA3,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:15
VD000D6C,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:15
VD0024EC,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:15
VD000F50,Pepsi,2.00,denied,2020-01-01,00:00:15
VD00112B,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:15
VD0000B5,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:15
VD001161,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:16
VD00101E,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:16
VD001180,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:16
VD001410,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:16
VD001445,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:16
VD002018,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:16
VD001AC0,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:16
VD000B64,Diet Pepsi,2.00,approved,2020-01-01,00:00:16
VD0009ED,Mountain Dew ICE Cherry,1.50,approved,2020-01-01,00:00:16
VD000F33,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:16
VD0010CB,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:16
VD000ABD,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:17
VD000B6F,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:17
VD0004AB,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:17
VD000694,Pepsi,2.00,denied,2020-01-01,00:00:17
VD001C24,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:17
VD002142,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:17
VD00145B,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:17
VD000B4B,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:17
VD001FBF,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:17
VD000E0B,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:17
VD001E51,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:17
VD00270F,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:18
VD001F83,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:18
VD00140A,Pepsi,2.00,approved,2020-01-01,00:00:18
VD001359,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:18
VD001EC9,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:18
VD000DCA,Diet Pepsi,2.00,denied,2020-01-01,00:00:18
VD000C5C,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:18
VD001AEB,Coca-Cola,2.00,denied,2020-01-01,00:00:18
VD001DCB,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:18
VD000E6B,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:18
VD002171,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:18
VD0006CB,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:19
VD00093F,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:19
VD001DDD,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:19
VD000F67,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:19
VD002074,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:19
VD000BC3,Coca-Cola,2.00,approved,2020-01-01,00:00:19
VD000680,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:19
VD0014B7,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:19
VD001509,Pepsi,2.00,approved,2020-01-01,00:00:19
VD000759,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:19
VD001F00,Coca-Cola,2.00,denied,2020-01-01,00:00:19
VD000123,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:20
VD001211,Pepsi,2.00,approved,2020-01-01,00:00:20
VD001875,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:20
VD00155E,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:20
VD001D6A,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:20
VD0005B5,Coca-Cola,2.00,approved,2020-01-01,00:00:20
VD000598,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:20
VD000556,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:20
VD000C3A,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:20
VD001230,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:20
VD000E21,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:20
VD0025FF,Pepsi,2.00,approved,2020-01-01,00:00:21
VD00185C,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:21
VD001D7A,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:21
VD00024A,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:21
VD00233A,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:21
VD001F37,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:21
VD00243A,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:21
VD001F19,Pepsi,2.00,approved,2020-01-01,00:00:21
VD001142,Pepsi,2.00,approved,2020-01-01,00:00:21
VD001453,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:21
VD0017E0,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:21
VD000014,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:22
VD000534,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:22
VD0014C7,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:22
VD001CF4,Diet Pepsi,2.00,approved,2020-01-01,00:00:22
VD0008FF,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:22
VD000BE3,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:22
VD000675,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:22
VD0012A5,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:22
VD00227A,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:22
VD001003,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:22
VD001669,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:22
VD000288,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:23
VD00252A,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:23
