10772,8,1,1.50,2020-01-01,00:00:00
7862,3,2,1.50,2020-01-01,00:00:00
9737,12,1,2.00,2020-01-01,00:00:00
7803,14,2,2.00,2020-01-01,00:00:00
8957,13,2,2.00,2020-01-01,00:00:00
8432,2,2,1.50,2020-01-01,00:00:00
5214,4,2,1.50,2020-01-01,00:00:00
8916,5,1,1.50,2020-01-01,00:00:00
1531,8,1,1.50,2020-01-01,00:00:00
8336,8,2,1.50,2020-01-01,00:00:00
5503,11,2,2.00,2020-01-01,00:00:00
7955,2,1,1.50,2020-01-01,00:00:01
10628,8,2,1.50,2020-01-01,00:00:01
1248,3,2,1.50,2020-01-01,00:00:01
10267,2,1,1.50,2020-01-01,00:00:01
2062,1,2,1.50,2020-01-01,00:00:01
9316,12,1,2.00,2020-01-01,00:00:01
5111,5,1,1.50,2020-01-01,00:00:01
8388,5,2,1.50,2020-01-01,00:00:01
10448,9,1,1.50,2020-01-01,00:00:01
7409,12,2,2.00,2020-01-01,00:00:01
7937,14,1,2.00,2020-01-01,00:00:01
3333,9,1,1.50,2020-01-01,00:00:02
10089,13,2,2.00,2020-01-01,00:00:02
7311,8,1,1.50,2020-01-01,00:00:02
5700,11,2,2.00,2020-01-01,00:00:02
3926,11,1,2.00,2020-01-01,00:00:02
2235,10,1,2.00,2020-01-01,00:00:02
8507,4,1,1.50,2020-01-01,00:00:02
5112,2,2,1.50,2020-01-01,00:00:02
8200,7,1,1.50,2020-01-01,00:00:02
5301,5,2,1.50,2020-01-01,00:00:02
9004,6,2,1.50,2020-01-01,00:00:02
6696,11,1,2.00,2020-01-01,00:00:03
2035,11,1,2.00,2020-01-01,00:00:03
8341,13,1,2.00,2020-01-01,00:00:03
9755,6,1,1.50,2020-01-01,00:00:03
9922,5,1,1.50,2020-01-01,00:00:03
5796,13,1,2.00,2020-01-01,00:00:03
10999,4,2,1.50,2020-01-01,00:00:03
6715,4,2,1.50,2020-01-01,00:00:03
8336,1,1,1.50,2020-01-01,00:00:03
1612,4,2,1.50,2020-01-01,00:00:03
8029,1,2,1.50,2020-01-01,00:00:03
4733,2,2,1.50,2020-01-01,00:00:04
1113,8,1,1.50,2020-01-01,00:00:04
10603,9,1,1.50,2020-01-01,00:00:04
9202,9,2,1.50,2020-01-01,00:00:04
4867,10,2,2.00,2020-01-01,00:00:04
6865,1,2,1.50,2020-01-01,00:00:04
8676,11,2,2.00,2020-01-01,00:00:04
3767,6,1,1.50,2020-01-01,00:00:04
3324,7,1,1.50,2020-01-01,00:00:04
1777,10,2,2.00,2020-01-01,00:00:04
6529,11,1,2.00,2020-01-01,00:00:04
8320,6,1,1.50,2020-01-01,00:00:05
7848,7,1,1.50,2020-01-01,00:00:05
10139,14,2,2.00,2020-01-01,00:00:05
2814,4,2,1.50,2020-01-01,00:00:05
10436,13,1,2.00,2020-01-01,00:00:05
3194,7,1,1.50,2020-01-01,00:00:05
3029,13,2,2.00,2020-01-01,00:00:05
9563,13,2,2.00,2020-01-01,00:00:05
5144,6,2,1.50,2020-01-01,00:00:05
6163,6,2,1.50,2020-01-01,00:00:05
10200,13,1,2.00,2020-01-01,00:00:05
9171,7,2,1.50,2020-01-01,00:00:06
1119,1,1,1.50,2020-01-01,00:00:06
9478,9,1,1.50,2020-01-01,00:00:06
10653,9,2,1.50,2020-01-01,00:00:06
7697,13,2,2.00,2020-01-01,00:00:06
1832,6,1,1.50,2020-01-01,00:00:06
2863,3,2,1.50,2020-01-01,00:00:06
3821,8,1,1.50,2020-01-01,00:00:06
1066,10,1,2.00,2020-01-01,00:00:06
8700,10,1,2.00,2020-01-01,00:00:06
9493,10,2,2.00,2020-01-01,00:00:06
1274,12,2,2.00,2020-01-01,00:00:07
1405,2,1,1.50,2020-01-01,00:00:07
3403,6,1,1.50,2020-01-01,00:00:07
2710,14,1,2.00,2020-01-01,00:00:07
7766,14,2,2.00,2020-01-01,00:00:07
1198,5,2,1.50,2020-01-01,00:00:07
6298,7,1,1.50,2020-01-01,00:00:07
3947,12,1,2.00,2020-01-01,00:00:07
3735,14,1,2.00,2020-01-01,00:00:07
5130,7,2,1.50,2020-01-01,00:00:07
4435,14,2,2.00,2020-01-01,00:00:07
3673,5,2,1.50,2020-01-01,00:00:08
4477,8,2,1.50,2020-01-01,00:00:08
6893,6,2,1.50,2020-01-01,00:00:08
3425,14,1,2.00,2020-01-01,00:00:08
10335,5,1,1.50,2020-01-01,00:00:08
9161,6,1,1.50,2020-01-01,00:00:08
1206,14,1,2.00,2020-01-01,00:00:08
10638,2,1,1.50,2020-01-01,00:00:08
3734,6,1,1.50,2020-01-01,00:00:08
1266,6,2,1.50,2020-01-01,00:00:08
10883,3,2,1.50,2020-01-01,00:00:08
4675,4,1,1.50,2020-01-01,00:00:09
7034,8,1,1.50,2020-01-01,00:00:09
3934,9,2,1.50,2020-01-01,00:00:09
2865,10,2,2.00,2020-01-01,00:00:09
10340,5,2,1.50,2020-01-01,00:00:09
9264,1,1,1.50,2020-01-01,00:00:09
3650,11,1,2.00,2020-01-01,00:00:09
7012,6,1,1.50,2020-01-01,00:00:09
2637,12,2,2.00,2020-01-01,00:00:09
5241,14,1,2.00,2020-01-01,00:00:09
4864,5,2,1.50,2020-01-01,00:00:09
5644,12,2,2.00,2020-01-01,00:00:10
10021,9,2,1.50,2020-01-01,00:00:10
5947,13,2,2.00,2020-01-01,00:00:10
6803,9,1,1.50,2020-01-01,00:00:10
4944,8,2,1.50,2020-01-01,00:00:10
4182,14,1,2.00,2020-01-01,00:00:10
9975,2,2,1.50,2020-01-01,00:00:10
6577,3,1,1.50,2020-01-01,00:00:10
1276,5,1,1.50,2020-01-01,00:00:10
6622,8,2,1.50,2020-01-01,00:00:10
8542,11,1,2.00,2020-01-01,00:00:10
3317,2,2,1.50,2020-01-01,00:00:11
4509,14,2,2.00,2020-01-01,00:00:11
1597,9,1,1.50,2020-01-01,00:00:11
4069,14,2,2.00,2020-01-01,00:00:11
10063,2,1,1.50,2020-01-01,00:00:11
3029,10,2,2.00,2020-01-01,00:00:11
7795,4,2,1.50,2020-01-01,00:00:11
8624,14,2,2.00,2020-01-01,00:00:11
8594,11,2,2.00,2020-01-01,00:00:11
1809,10,2,2.00,2020-01-01,00:00:11
2174,1,1,1.50,2020-01-01,00:00:11
6371,3,1,1.50,2020-01-01,00:00:12
5200,14,2,2.00,2020-01-01,00:00:12
4719,4,2,1.50,2020-01-01,00:00:12
8821,5,2,1.50,2020-01-01,00:00:12
10172,3,1,1.50,2020-01-01,00:00:12
1325,5,2,1.50,2020-01-01,00:00:12
8117,1,2,1.50,2020-01-01,00:00:12
10268,13,1,2.00,2020-01-01,00:00:12
1221,12,2,2.00,2020-01-01,00:00:12
6998,11,1,2.00,2020-01-01,00:00:12
1221,13,2,2.00,2020-01-01,00:00:12
4796,14,2,2.00,2020-01-01,00:00:13
6781,4,2,1.50,2020-01-01,00:00:13
6853,5,1,1.50,2020-01-01,00:00:13
1652,1,2,1.50,2020-01-01,00:00:13
5126,2,2,1.50,2020-01-01,00:00:13
4111,6,1,1.50,2020-01-01,00:00:13
9243,7,1,1.50,2020-01-01,00:00:13
7442,5,1,1.50,2020-01-01,00:00:13
2317,12,2,2.00,2020-01-01,00:00:13
8563,1,2,1.50,2020-01-01,00:00:13
7649,14,2,2.00,2020-01-01,00:00:13
1787,1,1,1.50,2020-01-01,00:00:14
2213,1,1,1.50,2020-01-01,00:00:14
10089,1,2,1.50,2020-01-01,00:00:14
4148,2,2,1.50,2020-01-01,00:00:14
2915,4,2,1.50,2020-01-01,00:00:14
2068,3,1,1.50,2020-01-01,00:00:14
10301,5,2,1.50,2020-01-01,00:00:14
2036,10,2,2.00,2020-01-01,00:00:14
10216,10,2,2.00,2020-01-01,00:00:14
7995,7,2,1.50,2020-01-01,00:00:14
1501,6,2,1.50,2020-01-01,00:00:14
8304,13,1,2.00,2020-01-01,00:00:15
5752,13,2,2.00,2020-01-01,00:00:15
9161,11,2,2.00,2020-01-01,00:00:15
8590,10,1,2.00,2020-01-01,00:00:15
6841,6,1,1.50,2020-01-01,00:00:15
4491,1,1,1.50,2020-01-01,00:00:15
4436,3,1,1.50,2020-01-01,00:00:15
10452,13,2,2.00,2020-01-01,00:00:15
4920,10,2,2.00,2020-01-01,00:00:15
5395,8,2,1.50,2020-01-01,00:00:15
1181,1,2,1.50,2020-01-01,00:00:15
5449,13,1,2.00,2020-01-01,00:00:16
5126,14,2,2.00,2020-01-01,00:00:16
5480,9,2,1.50,2020-01-01,00:00:16
6136,14,2,2.00,2020-01-01,00:00:16
6189,6,2,1.50,2020-01-01,00:00:16
9216,2,2,1.50,2020-01-01,00:00:16
7848,9,1,1.50,2020-01-01,00:00:16
3916,11,1,2.00,2020-01-01,00:00:16
3541,4,1,1.50,2020-01-01,00:00:16
4891,6,1,1.50,2020-01-01,00:00:16
5299,6,2,1.50,2020-01-01,00:00:16
3749,7,2,1.50,2020-01-01,00:00:17
3927,8,2,1.50,2020-01-01,00:00:17
2195,8,1,1.50,2020-01-01,00:00:17
2684,10,2,2.00,2020-01-01,00:00:17
8204,1,1,1.50,2020-01-01,00:00:17
9514,8,1,1.50,2020-01-01,00:00:17
6211,7,1,1.50,2020-01-01,00:00:17
3891,14,1,2.00,2020-01-01,00:00:17
9127,5,2,1.50,2020-01-01,00:00:17
4595,8,1,1.50,2020-01-01,00:00:17
8761,6,1,1.50,2020-01-01,00:00:17
10999,6,2,1.50,2020-01-01,00:00:18
9067,3,1,1.50,2020-01-01,00:00:18
6130,10,1,2.00,2020-01-01,00:00:18
5953,8,1,1.50,2020-01-01,00:00:18
8881,3,2,1.50,2020-01-01,00:00:18
4530,11,2,2.00,2020-01-01,00:00:18
4164,14,1,2.00,2020-01-01,00:00:18
7891,12,2,2.00,2020-01-01,00:00:18
8627,3,1,1.50,2020-01-01,00:00:18
4691,13,2,2.00,2020-01-01,00:00:18
9561,7,1,1.50,2020-01-01,00:00:18
2739,2,2,1.50,2020-01-01,00:00:19
3367,1,1,1.50,2020-01-01,00:00:19
8645,3,2,1.50,2020-01-01,00:00:19
4943,6,1,1.50,2020-01-01,00:00:19
9308,9,1,1.50,2020-01-01,00:00:19
4011,12,1,2.00,2020-01-01,00:00:19
2664,3,1,1.50,2020-01-01,00:00:19
6303,13,1,2.00,2020-01-01,00:00:19
6385,10,1,2.00,2020-01-01,00:00:19
2881,2,2,1.50,2020-01-01,00:00:19
8936,12,2,2.00,2020-01-01,00:00:19
1291,4,2,1.50,2020-01-01,00:00:20
5625,10,1,2.00,2020-01-01,00:00:20
7261,6,1,1.50,2020-01-01,00:00:20
6470,3,2,1.50,2020-01-01,00:00:20
8530,7,1,1.50,2020-01-01,00:00:20
2461,12,1,2.00,2020-01-01,00:00:20
2432,8,2,1.50,2020-01-01,00:00:20
2366,5,2,1.50,2020-01-01,00:00:20
4130,4,2,1.50,2020-01-01,00:00:20
5656,1,1,1.50,2020-01-01,00:00:20
4617,3,1,1.50,2020-01-01,00:00:20
10727,10,1,2.00,2020-01-01,00:00:21
7236,6,2,1.50,2020-01-01,00:00:21
8546,2,2,1.50,2020-01-01,00:00:21
1586,14,2,2.00,2020-01-01,00:00:21
10018,14,2,2.00,2020-01-01,00:00:21
8991,6,1,1.50,2020-01-01,00:00:21
10274,8,2,1.50,2020-01-01,00:00:21
8961,10,1,2.00,2020-01-01,00:00:21
5418,10,1,2.00,2020-01-01,00:00:21
6203,3,2,1.50,2020-01-01,00:00:21
7112,9,2,1.50,2020-01-01,00:00:21
1020,9,2,1.50,2020-01-01,00:00:22
2332,14,1,2.00,2020-01-01,00:00:22
6319,4,2,1.50,2020-01-01,00:00:22
8412,11,1,2.00,2020-01-01,00:00:22
3303,4,2,1.50,2020-01-01,00:00:22
4043,3,1,1.50,2020-01-01,00:00:22
2653,14,1,2.00,2020-01-01,00:00:22
5773,2,2,1.50,2020-01-01,00:00:22
9826,8,1,1.50,2020-01-01,00:00:22
5099,8,2,1.50,2020-01-01,00:00:22
6737,3,1,1.50,2020-01-01,00:00:22
1648,9,1,1.50,2020-01-01,00:00:23
10514,6,2,1.50,2020-01-01,00:00:23
4112,2,2,1.50,2020-01-01,00:00:23
9313,1,2,1.50,2020-01-01,00:00:23
5292,6,2,1.50,2020-01-01,00:00:23
5865,12,2,2.00,2020-01-01,00:00:23
8203,10,1,2.00,2020-01-01,00:00:23
